ping_vendor,pong_vendor,payload_bytes,run_idx,n,min_us,p50_us,p90_us,p99_us,p999_us,max_us,status
rti,cyclone,1638,2,2000,30.688,43.252,63.33,95.822,175.422,1683.84,ok
rti,cyclone,1638,3,2000,31.731,41.819,56.597,78.348,128.323,165.373,ok
rti,cyclone,1638,4,2000,30.398,41.188,55.205,89.77,190.12,241.557,ok
rti,cyclone,1638,5,2000,29.255,41.077,59.362,81.113,141.187,370.552,ok
rti,fastdds,1638,1,2000,35.938,48.382,69.783,86.875,152.209,1032.66,ok
rti,fastdds,1638,2,2000,36.399,44.744,69.442,88.497,130.096,145.415,ok
rti,fastdds,1638,3,2000,31.97,41.188,61.587,90.883,142.41,184.69,ok
rti,fastdds,1638,4,2000,36.338,41.498,54.142,78.178,140.486,170.823,ok
rti,fastdds,1638,5,2000,32.502,43.222,66.456,94.329,178.127,231.979,ok
rti,rti,1638,1,2000,22.352,28.705,45.436,61.507,92.806,111.23,ok
rti,rti,1638,2,2000,22.512,30.989,43.572,60.524,79.851,91.965,ok
rti,rti,1638,3,2000,21.912,25.498,48.302,62.799,104.268,153.501,ok
rti,rti,1638,4,2000,23.284,32.442,47.13,69.712,133.653,151.446,ok
rti,rti,1638,5,2000,22.323,33.543,47.35,64.462,113.645,146.557,ok
rti,opendds,1638,1,0,,,,,,,timeout
rti,opendds,1638,2,0,,,,,,,timeout
rti,opendds,1638,3,0,,,,,,,timeout
rti,opendds,1638,4,0,,,,,,,timeout
rti,opendds,1638,5,0,,,,,,,timeout
opendds,zerodds,1638,1,2000,182.205,238.572,300.148,442.217,1359.18,4102.98,ok
opendds,zerodds,1638,2,2000,199.017,235.345,296.892,429.483,1235.69,1428.39,ok
opendds,zerodds,1638,3,2000,185.2,245.004,301.902,400.759,1301.77,1367.47,ok
opendds,zerodds,1638,4,2000,188.547,246.377,307.873,462.456,1378.96,2024.11,ok
opendds,zerodds,1638,5,2000,188.197,246.407,304.456,461.905,1493.33,1728.21,ok
opendds,cyclone,1638,1,2000,180.182,247.098,327.821,416.81,550.323,1262.24,ok
opendds,cyclone,1638,2,2000,173.048,259.101,336.968,452.267,565.281,675.329,ok
opendds,cyclone,1638,3,2000,172.447,248.821,328.262,447.447,778.585,1081.14,ok
opendds,cyclone,1638,4,2000,181.614,245.445,349.552,443.43,817.578,3421.83,ok
opendds,cyclone,1638,5,2000,175.232,245.615,318.032,428.331,681.962,1855.67,ok
opendds,fastdds,1638,1,2000,157.919,245.685,304.446,399.026,992.219,1085.07,ok
opendds,fastdds,1638,2,2000,169.421,248.24,310.318,422.92,933.187,1687.18,ok
opendds,fastdds,1638,3,2000,157.087,244.513,300.219,440.995,1119.38,2347.84,ok
opendds,fastdds,1638,4,2000,172.677,236.308,301.301,370.662,504.565,628.3,ok
opendds,fastdds,1638,5,2000,160.003,250.043,327.6,443.068,928.799,1321.5,ok
opendds,rti,1638,1,0,,,,,,,timeout
opendds,rti,1638,2,0,,,,,,,timeout
opendds,rti,1638,3,0,,,,,,,timeout
opendds,rti,1638,4,0,,,,,,,timeout
opendds,rti,1638,5,0,,,,,,,timeout
opendds,opendds,1638,1,2000,290.67,346.827,431.326,697.16,1086.01,1433.82,ok
opendds,opendds,1638,2,2000,630.705,865.93,1012.27,1169.57,1680.87,1760.23,ok
opendds,opendds,1638,3,2000,285.221,360.212,471.202,716.076,1620.1,2547.7,ok
opendds,opendds,1638,4,2000,293.246,360.182,457.015,719.222,1165.86,1512.56,ok
opendds,opendds,1638,5,2000,294.428,374.249,589.466,742.076,1190.36,16752,ok
zerodds,zerodds,2458,1,2000,25.649,31.65,47.55,70.113,132.13,137.25,ok
zerodds,zerodds,2458,2,2000,27.011,36.169,44.454,83.177,158.81,318.213,ok
zerodds,zerodds,2458,3,2000,25.428,34.606,44.555,61.427,70.193,125.307,ok
zerodds,zerodds,2458,4,2000,25.729,32.662,45.256,67.458,183.187,1283.36,ok
zerodds,zerodds,2458,5,2000,28.263,31.45,44.744,58.641,66.045,69.512,ok
zerodds,cyclone,2458,1,2000,32.722,43.473,61.437,96.593,178.538,400.849,ok
zerodds,cyclone,2458,2,2000,29.445,38.523,61.276,84.91,217.192,325.716,ok
zerodds,cyclone,2458,3,2000,29.787,55.986,62.859,100,281.343,1088,ok
zerodds,cyclone,2458,4,2000,29.737,40.576,58.351,83.218,159.032,231.378,ok
zerodds,cyclone,2458,5,2000,29.516,50.696,64.102,97.134,179.711,238.16,ok
zerodds,fastdds,2458,1,2000,34.155,48.572,65.915,88.758,163.239,215.829,ok
zerodds,fastdds,2458,2,2000,33.945,49.915,64.342,97.435,156.025,310.729,ok
zerodds,fastdds,2458,3,2000,39.175,51.698,63.32,85.152,150.605,233.462,ok
zerodds,fastdds,2458,4,2000,33.964,51.458,67.979,92.585,182.976,200.139,ok
zerodds,fastdds,2458,5,2000,34.606,53.692,79.39,148.811,378.827,1792.74,ok
zerodds,rti,2458,1,2000,36.719,53.662,67.718,82.877,223.824,263.459,ok
zerodds,rti,2458,2,2000,32.712,44.765,63.981,101.823,346.316,740.412,ok
zerodds,rti,2458,3,2000,36.549,62.668,67.468,83.508,150.134,236.026,ok
zerodds,rti,2458,4,2000,36.7,55.916,66.385,113.305,278.387,316.76,ok
zerodds,rti,2458,5,2000,33.904,38.543,63.38,82.937,260.243,554.27,ok
zerodds,opendds,2458,1,2000,202.053,243.922,338.721,478.315,1256.38,1529.57,ok
zerodds,opendds,2458,2,2000,211.741,242.308,265.843,412.611,1203.84,1563.33,ok
zerodds,opendds,2458,3,2000,205.82,238.001,297.453,478.546,1219.9,1575.58,ok
zerodds,opendds,2458,4,2000,204.117,240.405,291.181,527.268,1225.74,1702.68,ok
zerodds,opendds,2458,5,2000,205.71,245.475,275.401,408.333,1179.49,1554.71,ok
cyclone,zerodds,2458,1,2000,25.789,34.275,51.628,76.145,160.403,1232.27,ok
cyclone,zerodds,2458,2,2000,29.907,35.427,53.832,71.626,120.879,153.19,ok
cyclone,zerodds,2458,3,2000,29.536,34.014,43.172,58.561,144.944,374.97,ok
cyclone,zerodds,2458,4,2000,30.147,35.617,54.022,74.451,114.276,2217.05,ok
cyclone,zerodds,2458,5,2000,29.967,35.969,54.543,81.114,150.836,232.27,ok
cyclone,cyclone,2458,1,2000,25.238,34.225,53.311,71.255,100.57,120.669,ok
cyclone,cyclone,2458,2,2000,29.857,41.218,54.995,68.87,85.872,91.673,ok
cyclone,cyclone,2458,3,2000,25.358,29.305,49.223,70.584,81.314,119.106,ok
cyclone,cyclone,2458,4,2000,29.215,33.463,48.492,73.038,165.323,177.506,ok
cyclone,cyclone,2458,5,2000,24.937,34.245,54.724,76.945,102.164,112.854,ok
cyclone,fastdds,2458,1,2000,35.497,51.468,68.79,81.615,168.289,183.277,ok
cyclone,fastdds,2458,2,2000,34.896,55.284,69.822,96.343,196.742,1849.31,ok
cyclone,fastdds,2458,3,2000,34.756,47.66,69.973,96.082,159.762,237.61,ok
cyclone,fastdds,2458,4,2000,35.477,53.15,69.672,90.091,147.57,219.936,ok
cyclone,fastdds,2458,5,2000,35.146,55.665,69.351,92.776,116.401,173.438,ok
cyclone,rti,2458,1,2000,46.087,84.73,102.965,158.47,505.427,568.968,ok
cyclone,rti,2458,2,2000,49.634,82.175,107.012,165.584,238.031,856.712,ok
cyclone,rti,2458,3,2000,51.136,86.173,104.187,145.055,228.733,861.561,ok
cyclone,rti,2458,4,2000,58.561,86.394,114.457,157.849,212.332,281.413,ok
cyclone,rti,2458,5,2000,53.972,87.896,109.948,164.472,243.771,276.724,ok
cyclone,opendds,2458,1,2000,178.649,331.738,407.432,515.486,644.07,734.12,ok
cyclone,opendds,2458,2,2000,212.101,343.751,391.722,496.21,595.398,736.414,ok
cyclone,opendds,2458,3,2000,197.274,330.295,392.864,498.784,885.025,1205.3,ok
cyclone,opendds,2458,4,2000,190.892,335.956,401.1,489.917,580.349,623.891,ok
cyclone,opendds,2458,5,2000,215.759,338.511,394.096,506.199,866.13,2716.47,ok
fastdds,zerodds,2458,1,2000,35.658,40.186,52.189,72.978,105.359,137.891,ok
fastdds,zerodds,2458,2,2000,35.758,40.767,50.285,67.258,109.287,176.153,ok
fastdds,zerodds,2458,3,2000,30.047,41.339,61.356,82.336,125.417,160.684,ok
fastdds,zerodds,2458,4,2000,32.692,44.434,61.046,86.244,136.839,1180.38,ok
fastdds,zerodds,2458,5,2000,35.397,40.928,54.904,79.921,103.667,172.326,ok
fastdds,cyclone,2458,1,2000,33.945,46.308,55.405,80.633,218.574,291.001,ok
fastdds,cyclone,2458,2,2000,31.54,42.911,57.599,81.584,183.538,262.748,ok
fastdds,cyclone,2458,3,2000,33.694,44.093,58.922,84.971,183.237,211.801,ok
fastdds,cyclone,2458,4,2000,33.534,44.645,56.116,69.501,205.369,320.297,ok
fastdds,cyclone,2458,5,2000,33.684,44.113,55.706,80.382,211.31,712.268,ok
fastdds,fastdds,2458,1,2000,35.097,43.322,67.137,93.167,183.547,211.831,ok
fastdds,fastdds,2458,2,2000,36.569,52.5,68.018,98.196,196.843,245.215,ok
fastdds,fastdds,2458,3,2000,35.136,41.749,68.139,85.873,144.363,174.05,ok
fastdds,fastdds,2458,4,2000,34.896,44.594,66.967,86.664,225.657,956.621,ok
fastdds,fastdds,2458,5,2000,31.7,44.184,69.982,103.506,145.946,186.633,ok
fastdds,rti,2458,1,2000,38.333,48.412,71.686,81.574,105.2,152.869,ok
fastdds,rti,2458,2,2000,37.941,49.654,72.527,88.779,107.944,148.341,ok
fastdds,rti,2458,3,2000,36.058,48.692,69.392,95.05,249.212,519.885,ok
fastdds,rti,2458,4,2000,34.856,43.242,61.266,88.738,158.711,171.525,ok
fastdds,rti,2458,5,2000,32.441,44.855,61.767,83.257,96.442,189.308,ok
fastdds,opendds,2458,1,2000,197.775,280.2,341.276,467.796,963.293,1639.76,ok
fastdds,opendds,2458,2,2000,192.224,289.168,363.138,440.574,686.409,809.643,ok
fastdds,opendds,2458,3,2000,195.22,282.334,354.992,511.499,759.929,777.212,ok
fastdds,opendds,2458,4,2000,191.483,284.96,348.641,508.813,671.832,1637.88,ok
fastdds,opendds,2458,5,2000,198.035,286.432,372.866,494.336,692.22,1028,ok
rti,zerodds,2458,1,2000,34.245,40.657,59.392,75.062,170.362,227.751,ok
rti,zerodds,2458,2,2000,27.191,47.951,59.833,73.67,105.81,231.819,ok
rti,zerodds,2458,3,2000,34.095,37.521,58.19,72.127,97.945,111.862,ok
rti,zerodds,2458,4,2000,27.442,41.579,59.012,83.237,154.112,348.87,ok
rti,zerodds,2458,5,2000,26.931,34.776,51.868,70.163,86.123,187.946,ok
rti,cyclone,2458,1,2000,33.323,44.364,66.717,99.237,144.063,179.871,ok
rti,cyclone,2458,2,2000,30.778,44.284,64.452,93.758,228.603,661.804,ok
rti,cyclone,2458,3,2000,30.257,41.96,76.225,134.495,201.321,253.77,ok
rti,cyclone,2458,4,2000,35.277,41.689,64.974,132.832,203.675,348.149,ok
rti,cyclone,2458,5,2000,30.698,42.591,59.643,87.686,178.438,305.609,ok
rti,fastdds,2458,1,2000,39.205,46.037,59.602,81.464,108.515,161.485,ok
rti,fastdds,2458,2,2000,32.602,45.967,68.139,89.78,204.387,237.159,ok
rti,fastdds,2458,3,2000,32.181,45.236,68.149,93.767,116.13,204.758,ok
rti,fastdds,2458,4,2000,36.87,49.043,72.698,121.761,465.161,2191.85,ok
rti,fastdds,2458,5,2000,38.963,52.7,72.226,85.782,113.064,149.353,ok
rti,rti,2458,1,2000,22.423,27.322,46.257,69.11,92.685,620.155,ok
rti,rti,2458,2,2000,22.132,30.227,40.817,62.498,125.628,138.542,ok
rti,rti,2458,3,2000,22.863,31.109,51.207,74.06,206.171,313.915,ok
rti,rti,2458,4,2000,22.242,28.123,48.812,65.744,92.395,139.273,ok
rti,rti,2458,5,2000,22.683,27.422,37.361,65.804,127.532,216.91,ok
rti,opendds,2458,1,0,,,,,,,timeout
rti,opendds,2458,2,0,,,,,,,timeout
rti,opendds,2458,3,0,,,,,,,timeout
rti,opendds,2458,4,0,,,,,,,timeout
rti,opendds,2458,5,0,,,,,,,timeout
opendds,zerodds,2458,1,2000,186.403,238.391,313.043,506.8,1497.73,1702.1,ok
opendds,zerodds,2458,2,2000,188.486,247.789,309.736,382.534,1101.42,1442.57,ok
opendds,zerodds,2458,3,2000,187.305,239.764,299.497,419.644,1357.09,1491.71,ok
opendds,zerodds,2458,4,2000,190.06,244.643,300.77,390.76,1435.75,3142.09,ok
opendds,zerodds,2458,5,2000,197.294,259.03,321.679,413.773,1408.84,1632.18,ok
opendds,cyclone,2458,1,2000,172.848,252.819,324.284,435.345,533.781,645.251,ok
opendds,cyclone,2458,2,2000,185.001,259.311,340.504,490.448,1358.24,1758.61,ok
opendds,cyclone,2458,3,2000,175.322,246.707,342.358,434.964,1030.22,2236.45,ok
opendds,cyclone,2458,4,2000,177.806,249.763,337.589,431.767,807.579,2080.41,ok
opendds,cyclone,2458,5,2000,181.534,251.727,339.703,440.935,582.553,630.804,ok
opendds,fastdds,2458,1,2000,157.749,237.73,309.175,467.496,1020.61,1270.02,ok
opendds,fastdds,2458,2,2000,155.164,242.669,311.139,438.67,734.531,1088.13,ok
opendds,fastdds,2458,3,2000,169.781,247.208,320.987,474.308,1229.78,2108.82,ok
opendds,fastdds,2458,4,2000,173.809,248.48,315.738,443.84,1005.1,1138.47,ok
opendds,fastdds,2458,5,2000,156.626,237.469,311.539,430.876,645.383,1980.41,ok
opendds,rti,2458,1,0,,,,,,,timeout
opendds,rti,2458,2,0,,,,,,,timeout
opendds,rti,2458,3,0,,,,,,,timeout
opendds,rti,2458,4,0,,,,,,,timeout
opendds,rti,2458,5,0,,,,,,,timeout
opendds,opendds,2458,1,2000,297.373,384.538,454.881,637.717,768.926,1264.47,ok
opendds,opendds,2458,2,2000,290.35,356.895,539.442,722.569,1241.43,1950.5,ok
opendds,opendds,2458,3,2000,289.077,351.044,438.731,660.05,847.495,1094.51,ok
opendds,opendds,2458,4,2000,289.828,377.815,493.144,686.551,1235.83,1361.94,ok
opendds,opendds,2458,5,2000,290.75,391.982,584.116,721.937,1009,16017.7,ok
zerodds,zerodds,3277,1,2000,28.604,31.22,43.032,55.044,91.303,135.867,ok
zerodds,zerodds,3277,2,2000,25.719,31.479,40.126,61.186,117.973,138.442,ok
zerodds,zerodds,3277,3,2000,25.468,33.523,46.288,75.283,112.122,255.714,ok
zerodds,zerodds,3277,4,2000,25.849,32.833,44.475,59.793,110.289,151.276,ok
zerodds,zerodds,3277,5,2000,25.859,31.429,43.803,66.366,98.988,306.801,ok
zerodds,cyclone,3277,1,2000,37.691,45.175,63.6,85.192,170.633,228.553,ok
zerodds,cyclone,3277,2,2000,34.135,45.305,67.798,95.12,191.233,193.907,ok
zerodds,cyclone,3277,3,2000,34.075,52.209,70.233,117.853,210.97,311.911,ok
zerodds,cyclone,3277,4,2000,36.83,46.117,64.483,97.575,193.517,284.529,ok
zerodds,cyclone,3277,5,2000,34.566,47.991,65.755,97.454,674.517,1110.94,ok
zerodds,fastdds,3277,1,2000,45.116,55.625,73.088,102.434,156.316,193.867,ok
zerodds,fastdds,3277,2,2000,45.967,57.118,77.798,117.412,219.586,319.895,ok
zerodds,fastdds,3277,3,2000,45.857,57.228,70.043,87.165,105.069,130.757,ok
zerodds,fastdds,3277,4,2000,45.035,54.393,68.018,92.255,129.776,187.315,ok
zerodds,fastdds,3277,5,2000,44.053,56.306,82.616,124.476,190.891,244.393,ok
zerodds,rti,3277,1,2000,35.928,47.83,70.614,90.782,117.843,221.529,ok
zerodds,rti,3277,2,2000,36.008,56.798,77.116,126.009,369.109,458.168,ok
zerodds,rti,3277,3,2000,35.929,50.867,78.579,106.242,205.198,816.406,ok
zerodds,rti,3277,4,2000,39.245,98.867,185.191,206.32,233.793,266.755,ok
zerodds,rti,3277,5,2000,35.727,51.638,70.864,105.65,251.997,324.475,ok
zerodds,opendds,3277,1,2000,236.027,273.858,325.296,585.007,1233.63,1548.12,ok
zerodds,opendds,3277,2,2000,235.807,273.527,349.301,495.819,1368.99,1491.22,ok
zerodds,opendds,3277,3,2000,231.628,274.58,339.443,503.514,1473.35,1813.83,ok
zerodds,opendds,3277,4,2000,236.257,270.001,328.883,478.216,1244.64,1523.78,ok
zerodds,opendds,3277,5,2000,235.556,271.594,341.106,574.207,1601.6,1608.95,ok
cyclone,zerodds,3277,1,2000,32.191,39.134,45.587,73.96,99.409,163.039,ok
cyclone,zerodds,3277,2,2000,31.951,42.72,57.87,70.353,112.313,129.315,ok
cyclone,zerodds,3277,3,2000,32.402,43.302,61.336,96.202,143.863,189.75,ok
cyclone,zerodds,3277,4,2000,29.686,41.408,56.026,79.09,129.986,146.497,ok
cyclone,zerodds,3277,5,2000,29.426,42.22,60.585,82.637,121.851,165.634,ok
cyclone,cyclone,3277,1,2000,29.395,35.928,52.349,68.78,104.498,127.782,ok
cyclone,cyclone,3277,2,2000,25.899,35.036,53.401,68.409,110.259,548.91,ok
cyclone,cyclone,3277,3,2000,29.436,35.467,46.569,66.004,87.125,97.325,ok
cyclone,cyclone,3277,4,2000,25.428,28.634,47.781,67.197,99.939,364.57,ok
cyclone,cyclone,3277,5,2000,25.288,35.968,52.98,69.983,104.448,189.909,ok
cyclone,fastdds,3277,1,2000,33.864,46.889,66.125,92.606,171.234,211.31,ok
cyclone,fastdds,3277,2,2000,32.351,42.03,61.766,97.264,185.842,218.805,ok
cyclone,fastdds,3277,3,2000,35.137,43.683,57.649,87.626,113.775,972.682,ok
cyclone,fastdds,3277,4,2000,32.572,50.916,66.386,96.863,121.581,140.456,ok
cyclone,fastdds,3277,5,2000,32.651,44.054,63.991,87.936,163.56,284.298,ok
cyclone,rti,3277,1,2000,54.282,116.531,149.403,204.247,268.488,522.519,ok
cyclone,rti,3277,2,2000,49.574,111.431,144.864,201.171,305.248,332.52,ok
cyclone,rti,3277,3,2000,56.637,116.912,154.713,217.502,365.392,600.968,ok
cyclone,rti,3277,4,2000,54.924,115.579,146.408,204.116,282.144,382.193,ok
cyclone,rti,3277,5,2000,42.07,116.872,144.613,195.801,253.861,427.049,ok
cyclone,opendds,3277,1,2000,183.527,366.624,419.985,485.5,699.053,712.769,ok
cyclone,opendds,3277,2,2000,200.059,366.935,436.036,536.997,691.068,835.041,ok
cyclone,opendds,3277,3,2000,220.437,369.239,450.032,586.381,818.5,1138.97,ok
cyclone,opendds,3277,4,2000,208.965,364.63,433.951,554.67,724.161,1287.04,ok
cyclone,opendds,3277,5,2000,204.848,362.336,445.995,541.976,710.986,986.608,ok
fastdds,zerodds,3277,1,2000,40.537,48.973,57.87,77.086,98.036,102.624,ok
fastdds,zerodds,3277,2,2000,36.609,54.664,71.255,93.958,171.985,220.157,ok
fastdds,zerodds,3277,3,2000,38.923,51.648,68.63,88.658,128.564,338.471,ok
fastdds,zerodds,3277,4,2000,36.99,49.233,65.775,96.353,184.529,1388.7,ok
fastdds,zerodds,3277,5,2000,33.534,47.67,63.75,83.177,99.659,121.711,ok
fastdds,cyclone,3277,1,2000,35.938,45.486,63.761,88.829,150.154,279.539,ok
fastdds,cyclone,3277,2,2000,31.46,42.05,58.941,79.941,162.528,374.99,ok
fastdds,cyclone,3277,3,2000,28.534,44.063,50.767,84.099,189.168,344.222,ok
fastdds,cyclone,3277,4,2000,33.734,45.637,60.084,87.456,251.206,716.667,ok
fastdds,cyclone,3277,5,2000,32.882,44.614,61.897,105.73,247.088,1667.16,ok
fastdds,fastdds,3277,1,2000,33.383,49.153,65.444,93.798,165.393,185.862,ok
fastdds,fastdds,3277,2,2000,35.678,45.787,69.692,101.191,181.874,1646.58,ok
fastdds,fastdds,3277,3,2000,37.791,48.051,61.918,79.089,121.641,140.035,ok
fastdds,fastdds,3277,4,2000,33.483,41.249,71.425,96.974,160.484,295.009,ok
fastdds,fastdds,3277,5,2000,35.016,36.499,50.877,82.166,121.551,177.306,ok
fastdds,rti,3277,1,2000,32.371,50.536,60.515,85.702,164.431,296.411,ok
fastdds,rti,3277,2,2000,34.235,49.574,64.622,91.493,153.831,343.109,ok
fastdds,rti,3277,3,2000,32.973,40.928,68.099,99.439,280.491,578.606,ok
fastdds,rti,3277,4,2000,32.632,46.929,67.478,85.221,173.97,239.573,ok
fastdds,rti,3277,5,2000,34.075,45.095,73.379,92.556,130.727,197.023,ok
fastdds,opendds,3277,1,2000,177.376,287.635,359.36,495.368,669.648,1320.64,ok
fastdds,opendds,3277,2,2000,188.837,286.212,356.876,502.552,676.901,715.134,ok
fastdds,opendds,3277,3,2000,194.478,280.11,361.024,466.654,700.687,718.841,ok
fastdds,opendds,3277,4,2000,195.681,288.115,351.055,489.467,784.275,943.767,ok
fastdds,opendds,3277,5,2000,197.634,290.57,363.759,470.531,677.462,1011.72,ok
rti,zerodds,3277,1,2000,38.052,61.917,63.731,74.501,182.646,407.341,ok
rti,zerodds,3277,2,2000,30.909,42.46,66.285,83.969,120.899,147.449,ok
rti,zerodds,3277,3,2000,30.969,45.115,64.211,88.347,141.939,265.493,ok
rti,zerodds,3277,4,2000,30.438,44.995,63.581,86.754,139.795,220.347,ok
rti,zerodds,3277,5,2000,37.831,62.068,64.662,77.377,96.944,129.645,ok
rti,cyclone,3277,1,2000,30.177,51.357,70.303,104.948,353.339,420.466,ok
rti,cyclone,3277,2,2000,33.523,44.985,64.241,88.497,205.78,248.39,ok
rti,cyclone,3277,3,2000,33.634,44.755,65.705,97.084,223.242,811.225,ok
rti,cyclone,3277,4,2000,30.818,48.321,66.856,152.96,201.211,270.031,ok
rti,cyclone,3277,5,2000,29.877,50.956,71.947,91.233,164.211,487.784,ok
rti,fastdds,3277,1,2000,32.943,43.563,58.261,80.693,110.83,235.817,ok
rti,fastdds,3277,2,2000,36.209,48.212,72.648,98.115,232.791,409.726,ok
rti,fastdds,3277,3,2000,39.795,46.568,74.411,95.451,141.408,169.221,ok
rti,fastdds,3277,4,2000,36.789,42.55,53.371,72.417,105.9,139.194,ok
rti,fastdds,3277,5,2000,37.331,48.783,73.038,101.211,199.217,610.946,ok
rti,rti,3277,1,2000,20.249,29.736,47.861,76.365,128.363,420.436,ok
rti,rti,3277,2,2000,22.883,27.372,39.595,63.992,113.034,627.298,ok
rti,rti,3277,3,2000,20.058,34.786,48.562,66.666,129.134,162.648,ok
rti,rti,3277,4,2000,24.647,29.626,44.414,66.786,125.447,206.341,ok
rti,rti,3277,5,2000,22.423,27.121,45.606,65.775,86.324,127.18,ok
rti,opendds,3277,1,0,,,,,,,timeout
rti,opendds,3277,2,0,,,,,,,timeout
rti,opendds,3277,3,0,,,,,,,timeout
rti,opendds,3277,4,0,,,,,,,timeout
rti,opendds,3277,5,0,,,,,,,timeout
opendds,zerodds,3277,1,2000,217.321,273.859,340.795,584.778,1217.99,1676.63,ok
opendds,zerodds,3277,2,2000,224.655,276.493,345.985,489.818,1250.38,1322.4,ok
opendds,zerodds,3277,3,2000,216.661,276.263,361.554,536.406,1187.69,1379.9,ok
opendds,zerodds,3277,4,2000,214.205,277.105,339.633,456.695,1514.92,1619.27,ok
opendds,zerodds,3277,5,2000,228.142,274.049,332.61,463.628,1246.25,1485.56,ok
opendds,cyclone,3277,1,2000,204.878,292.324,356.235,432.529,601.259,973.082,ok
opendds,cyclone,3277,2,2000,199.487,284.078,337.569,413.964,539.943,968.684,ok
opendds,cyclone,3277,3,2000,210.288,277.997,352.267,454.7,944.809,1253.99,ok
opendds,cyclone,3277,4,2000,203.685,274.66,345.354,456.795,804.643,1283.92,ok
opendds,cyclone,3277,5,2000,208.675,293.426,363.689,485.64,934.489,1051.77,ok
opendds,fastdds,3277,1,2000,167.277,243.932,305.268,403.845,881.178,1002.44,ok
opendds,fastdds,3277,2,2000,157.438,239.233,312.482,451.094,1092.01,1334.3,ok
opendds,fastdds,3277,3,2000,164.281,247.168,306.69,423.412,571.963,655.311,ok
opendds,fastdds,3277,4,2000,167.567,233.743,293.305,471.202,955.319,1388.16,ok
opendds,fastdds,3277,5,2000,164.993,247.849,321.538,490.9,1198.39,2728.36,ok
opendds,rti,3277,1,0,,,,,,,timeout
opendds,rti,3277,2,0,,,,,,,timeout
opendds,rti,3277,3,0,,,,,,,timeout
opendds,rti,3277,4,0,,,,,,,timeout
opendds,rti,3277,5,0,,,,,,,timeout
opendds,opendds,3277,1,2000,293.756,363.648,445.013,734.741,1015.08,1871.33,ok
opendds,opendds,3277,2,2000,292.053,355.944,638.069,741.564,984.363,1684.82,ok
opendds,opendds,3277,3,2000,292.524,356.144,451.314,708.602,1057.56,1452.37,ok
opendds,opendds,3277,4,2000,617.048,994.133,1162.47,1762.41,2105.82,2194.55,ok
opendds,opendds,3277,5,2000,296.751,372.576,647.877,797.73,1463.84,16106.9,ok
zerodds,zerodds,4096,1,2000,26.691,33.925,46.328,60.023,78.609,118.394,ok
zerodds,zerodds,4096,2,2000,30.167,44.083,46.388,59.913,117.823,157.218,ok
zerodds,zerodds,4096,3,2000,26.36,32.562,45.566,66.917,86.704,131.859,ok
zerodds,zerodds,4096,4,2000,29.666,33.273,44.965,51.658,60.194,75.904,ok
zerodds,zerodds,4096,5,2000,29.616,43.753,45.927,58.17,68.72,81.494,ok
zerodds,cyclone,4096,1,2000,42.851,48.531,65.594,84.25,111.051,344.322,ok
zerodds,cyclone,4096,2,2000,43.282,58.501,72.838,100.831,183.277,507.14,ok
zerodds,cyclone,4096,3,2000,39.294,56.317,75.743,95.191,139.615,233.321,ok
zerodds,cyclone,4096,4,2000,42.932,47.981,56.226,76.826,159.543,227.24,ok
zerodds,cyclone,4096,5,2000,39.135,50.206,67.869,98.656,172.217,300.579,ok
zerodds,fastdds,4096,1,2000,45.205,58.972,80.012,113.465,199.308,584.838,ok
zerodds,fastdds,4096,2,2000,50.175,64.893,80.533,115.178,235.566,595.517,ok
zerodds,fastdds,4096,3,2000,51.527,64.191,81.975,113.004,164.171,1155.13,ok
zerodds,fastdds,4096,4,2000,50.816,58.421,74.01,99.448,173.849,224.435,ok
zerodds,fastdds,4096,5,2000,51.007,63.31,81.184,130.667,220.357,1785.65,ok
zerodds,rti,4096,1,2000,44.153,59.202,82.847,143.531,265.693,270.062,ok
zerodds,rti,4096,2,2000,43.603,62.668,75.062,103.706,153.25,197.474,ok
zerodds,rti,4096,3,2000,43.662,56.477,75.032,135.556,246.457,440.524,ok
zerodds,rti,4096,4,2000,45.166,55.004,78.319,107.183,219.175,245.926,ok
zerodds,rti,4096,5,2000,42.601,56.386,76.415,141.148,237.259,315.668,ok
zerodds,opendds,4096,1,2000,263.949,301.21,372.395,688.233,1664.97,1882.4,ok
zerodds,opendds,4096,2,2000,267.196,304.998,363.167,524.463,1279.4,1541,ok
zerodds,opendds,4096,3,2000,269.821,306.67,390.129,618.07,1394.76,1671.41,ok
zerodds,opendds,4096,4,2000,267.567,302.803,364.751,605.046,1320.01,1869.4,ok
zerodds,opendds,4096,5,2000,262.638,296.251,346.266,512.821,1264.32,1530.16,ok
cyclone,zerodds,4096,1,2000,35.968,46.809,65.584,98.777,182.125,1307.41,ok
cyclone,zerodds,4096,2,2000,38.453,47.029,63.621,84.531,176.394,402.522,ok
cyclone,zerodds,4096,3,2000,36.469,45.917,64.041,91.112,171.295,188.998,ok
cyclone,zerodds,4096,4,2000,39.134,47.069,60.294,72.878,89.109,97.454,ok
cyclone,zerodds,4096,5,2000,40.948,47.17,60.625,77.597,98.937,175.352,ok
cyclone,cyclone,4096,1,2000,26.761,37.812,54.614,84.721,184.299,742.927,ok
cyclone,cyclone,4096,2,2000,30.267,36.79,55.175,88.418,148.281,194.538,ok
cyclone,cyclone,4096,3,2000,30.598,42.49,55.816,79.591,173.248,234.735,ok
